"","env","Strain","Mut_ID","avgGR","seGR","Mean_GR","Std_err"
"1","30SC3","LK1-A02",1,0.0817221558184324,0.011493093906806,0.0804079675384638,0.00432213358469658
"2","30SC3","LK1-A02",2,0.104489095153738,0.00872274238895318,0.0804079675384638,0.00432213358469658
"3","30SC3","LK1-A02",3,0.103657486789183,0.0223704559327482,0.0804079675384638,0.00432213358469658
"4","30SC3","LK1-A02",5,0.081414809175901,0.0174072894462344,0.0804079675384638,0.00432213358469658
"5","30SC3","LK1-A02",7,0.107123585957545,0.00613972615303601,0.0804079675384638,0.00432213358469658
"6","30SC3","LK1-A02",10,0.0822444620153746,0.00674221849217291,0.0804079675384638,0.00432213358469658
"7","30SC3","LK1-A02",11,0.0708842432645389,0.0129336173641268,0.0804079675384638,0.00432213358469658
"8","30SC3","LK1-A02",14,0.122320027825114,0.0268757273861462,0.0804079675384638,0.00432213358469658
"9","30SC3","LK1-A02",15,0.159878701382311,0.00409223837768802,0.0804079675384638,0.00432213358469658
"10","30SC3","LK1-A02",17,0.0818071061400711,0.00671188872952342,0.0804079675384638,0.00432213358469658
"11","30SC3","LK1-A02",18,0.0932874063521406,0.0700448693971306,0.0804079675384638,0.00432213358469658
"12","30SC3","LK1-A02",19,0.0946929577408067,0.0483002664860041,0.0804079675384638,0.00432213358469658
"13","30SC3","LK1-A02",21,0.102946961118791,0.0206550719215912,0.0804079675384638,0.00432213358469658
"14","30SC3","LK1-A02",22,0.0867792935950756,0.0214528599484967,0.0804079675384638,0.00432213358469658
"15","30SC3","LK1-A02",26,0.0770993832287829,0.064838182241025,0.0804079675384638,0.00432213358469658
"16","30SC3","LK1-A02",27,0.0771922518652159,0.0123436593696528,0.0804079675384638,0.00432213358469658
"17","30SC3","LK1-A02",29,0.0896619130343756,0.011603500645946,0.0804079675384638,0.00432213358469658
"18","30SC3","LK1-A02",30,0.0885665015977253,0.0208671075678318,0.0804079675384638,0.00432213358469658
"19","30SC3","LK1-A02",33,0.0766470107194761,0.0386768877488227,0.0804079675384638,0.00432213358469658
"20","30SC3","LK1-A02",35,0.103537469650887,0.0102803312104505,0.0804079675384638,0.00432213358469658
"21","30SC3","LK1-A02",39,0.178901020662017,0.031234518406511,0.0804079675384638,0.00432213358469658
"22","30SC3","LK1-A02",40,0.104797925182964,0.0211717935720666,0.0804079675384638,0.00432213358469658
"23","30SC3","LK1-A02",43,0.116376869371342,0.0227443380806731,0.0804079675384638,0.00432213358469658
"24","30SC3","LK1-A02",44,0.100804490658575,0.00884130190026412,0.0804079675384638,0.00432213358469658
"25","30SC3","LK1-A02",46,0.112809588482341,0.0435431027700892,0.0804079675384638,0.00432213358469658
"26","30SC3","LK1-A02",50,0.0378401173081701,0.032026835240735,0.0804079675384638,0.00432213358469658
"27","30SC3","LK1-A02",53,0.147299439530831,0.0420624525260762,0.0804079675384638,0.00432213358469658
"28","30SC3","LK1-A02",55,0.112681770816596,0.0155012528421509,0.0804079675384638,0.00432213358469658
"29","30SC3","LK1-A02",57,0.0693563545231214,0.0615485603057793,0.0804079675384638,0.00432213358469658
"30","30SC3","LK1-A02",58,0.0885559068156033,0.00914784480392732,0.0804079675384638,0.00432213358469658
"31","30SC3","LK1-A02",59,0.116529135646382,0.0213980756663823,0.0804079675384638,0.00432213358469658
"32","30SC3","LK1-A02",60,0.110324912094616,0.0152959262340985,0.0804079675384638,0.00432213358469658
"33","30SC3","LK1-A02",62,0.0748916657487494,0.0298948599681756,0.0804079675384638,0.00432213358469658
"34","30SC3","LK1-A02",66,0.143324342365367,0.00465341101868265,0.0804079675384638,0.00432213358469658
"35","30SC3","LK1-A02",67,0.132943386610251,0.0137413695576555,0.0804079675384638,0.00432213358469658
"36","30SC3","LK1-A02",68,0.089321789509255,0.0113254841096067,0.0804079675384638,0.00432213358469658
"37","30SC3","LK1-A02",69,0.119367985946688,0.0188788039568203,0.0804079675384638,0.00432213358469658
"38","30SC3","LK1-A02",70,0.0886082916688304,0.0170669221291481,0.0804079675384638,0.00432213358469658
"39","30SC3","LK1-A02",71,0.125987141032187,0.00742739417735898,0.0804079675384638,0.00432213358469658
"40","30SC3","LK1-A02",72,0.13039224560778,0.0143702356326518,0.0804079675384638,0.00432213358469658
"41","30SC3","LK1-A02",73,0.0780836580846047,0.0173863833422668,0.0804079675384638,0.00432213358469658
"42","30SC3","LK1-A02",76,0.144262245436878,0.0105142476926686,0.0804079675384638,0.00432213358469658
"43","30SC3","LK1-A02",80,0.0783813074453305,0.00939086565104876,0.0804079675384638,0.00432213358469658
"44","30SC3","LK1-A02",81,0.140172404151884,0.00928398686831062,0.0804079675384638,0.00432213358469658
"45","30SC3","LK1-A02",82,0.077120217358699,0.0289783965089425,0.0804079675384638,0.00432213358469658
"46","30SC3","LK1-A02",83,0.0491718258514206,0.0404996782143042,0.0804079675384638,0.00432213358469658
"47","30SC3","LK1-A02",84,0.109791066873313,0.0170482528762809,0.0804079675384638,0.00432213358469658
"48","30SC3","LK1-A02",85,0.0729569207719786,0.0238537671264146,0.0804079675384638,0.00432213358469658
"49","30SC3","LK1-A02",86,0.102809924382342,0.0145465851192048,0.0804079675384638,0.00432213358469658
"50","30SC3","LK1-A02",88,0.0977633508385349,0.0214982353925576,0.0804079675384638,0.00432213358469658
"51","30SC3","LK1-A02",92,0.132531258930822,0.0146723138139876,0.0804079675384638,0.00432213358469658
"52","30SC3","LK1-A02",94,0.114815201862924,0.0147220872555541,0.0804079675384638,0.00432213358469658
"53","30SC3","LK1-A02",96,0.118968725297132,0.0203082012652137,0.0804079675384638,0.00432213358469658
"54","30SC3","LK1-A02",97,0.111421380863103,0.0269539070761142,0.0804079675384638,0.00432213358469658
"55","30SC3","LK1-A02",101,0.0693451602617777,0.0136078768900954,0.0804079675384638,0.00432213358469658
"56","30SC3","LK1-A02",103,0.104242707188258,0.0120885554928797,0.0804079675384638,0.00432213358469658
"57","30SC3","LK1-A02",104,0.105890436660976,0.0066447010528248,0.0804079675384638,0.00432213358469658
"58","30SC3","LK1-A02",105,0.108684422476314,0.0132440471784269,0.0804079675384638,0.00432213358469658
"59","30SC3","LK1-A02",108,0.0774936649073884,0.00870728697455588,0.0804079675384638,0.00432213358469658
"60","30SC3","LK1-A02",110,0.112187053816747,0.0115310359859813,0.0804079675384638,0.00432213358469658
"61","30SC3","LK1-A02",114,0.0966628906452108,0.00716841478449027,0.0804079675384638,0.00432213358469658
"62","30SC3","LK1-A02",115,0.130921483118683,0.00499941463264168,0.0804079675384638,0.00432213358469658
